Fecha,Cod_Equipo,Horas_Trab,Horas_Parada,Ton_Producidas,Ton_Rechazo,Cap_Nominal_TMH,Fecha_Carga
20/12/2024,EQ-03 ,24.0,0.0,7265.8,126.6,380,2024-12-21 00:00:00
26/10/2024,EQ-08 ,24.0,0.0,8297.1,33.3,400,2024-10-27 00:00:00
28/04/2024,EQ01,24.0,0.0,12108.0,199.3,520,2024-04-29 00:00:00
09/11/2024,EQ10,21.8,2.2,10791.0,97.1,500,2024-11-10 00:00:00
30/04/2024, EQ-03,19.1,4.9,6396.0,146.1,380,2024-05-01 00:00:00
05/09/2024,EQ10,24.0,0.0,11880.0,123.9,500,2024-09-06 00:00:00
13/09/2024,EQ-05 ,24.0,0.0,6546.7,171.4,300,2024-09-14 00:00:00
09/02/2024,EQ-09,24.0,0.0,5423.2,109.8,260,2024-02-10 00:00:00
16/04/2024,EQ-10 ,24.0,,10324.1,322.5,500,2024-04-17 00:00:00
10/08/2024,eq-06,24.0,0.0,6304.0,185.1,300,2024-08-11 00:00:00
22/08/2024,EQ02,23.5,0.5,9363.9,86.5,430,2024-08-23 00:00:00
09/01/2024,EQ-01,24.0,0.0,11460.0,267.0,520,2024-01-10 00:00:00
07/04/2024, EQ-05,24.0,0.0,7128.0,100.4,300,2024-04-08 00:00:00
18/05/2024,eq-09,24.0,0.0,4813.1,73.6,260,2024-05-17 00:00:00
27/01/2024, EQ-08,13.2,10.8,4771.3,69.0,400,2024-01-28 00:00:00
06/08/2024,EQ-08 ,24.0,0.0,9504.0,117.4,400,2024-08-07 00:00:00
01/07/2024,EQ-08 ,24.0,0.0,7973.3,126.0,400,2024-07-02 00:00:00
26/07/2024, EQ-03,24.0,0.0,7793.0,212.5,380,2024-07-27 00:00:00
19/06/2024,eq-05,24.0,0.0,6396.6,126.9,300,2024-06-20 00:00:00
19/06/2024,EQ-02 ,24.0,0.0,8463.2,76.6,430,2024-06-20 00:00:00
09/12/2024,EQ-05 ,24.0,0.0,6437.0,135.7,300,2024-12-10 00:00:00
27/02/2024,EQ-07 ,24.0,0.0,7504.5,99.8,350,2024-02-28 00:00:00
16/07/2024,EQ-03 ,20.2,3.8,7040.7,173.6,380,2024-07-17 00:00:00
10/08/2024,EQ08,24.0,0.0,9308.2,39.4,400,2024-08-11 00:00:00
02/10/2024,eq-01,24.0,0.0,12200.4,368.6,520,2024-10-03 00:00:00
25/10/2024,EQ-09,24.0,0.0,5742.0,103.3,260,2024-10-26 00:00:00
22/09/2024,eq-04,24.0,0.0,9621.5,270.1,460,2024-09-23 00:00:00
02/09/2024,EQ06,24.0,0.0,7128.0,60.8,300,2024-09-03 00:00:00
10/06/2024,EQ-05 ,24.0,0.0,6493.4,89.1,300,2024-06-11 00:00:00
17/03/2024,eq-02,24.0,0.0,9472.1,166.4,430,2024-03-18 00:00:00
01/05/2024, EQ-07,24.0,0.0,7483.3,35.5,350,2024-05-02 00:00:00
15/03/2024,EQ-07 ,24.0,,7251.4,165.6,350,2024-03-16 00:00:00
02/11/2024,EQ-06 ,24.0,0.0,6487.6,184.3,300,2024-11-03 00:00:00
16/07/2024, EQ-09,24.0,0.0,5495.5,187.5,260,2024-07-17 00:00:00
22/09/2024, EQ-09,21.4,2.6,5192.6,168.3,260,2024-09-23 00:00:00
20/06/2024,EQ-10 ,24.0,0.0,9598.6,331.0,500,2024-06-20 00:00:00
08/09/2024,EQ09,24.0,0.0,6177.6,134.0,260,2024-09-09 00:00:00
19/05/2024,EQ-03,24.0,0.0,8427.4,129.1,380,2024-05-20 00:00:00
24/11/2024,eq-09,24.0,0.0,5538.2,147.5,260,2024-11-25 00:00:00
30/06/2024,eq-06,24.0,0.0,5886.9,49.9,300,2024-07-01 00:00:00
08/06/2024,eq-04,24.0,0.0,10785.9,259.2,460,2024-06-09 00:00:00
24/02/2024,EQ10,24.0,0.0,10140.1,100.3,500,2024-02-25 00:00:00
06/02/2024,eq-04,24.0,0.0,10484.0,227.7,460,2024-02-07 00:00:00
25/09/2024,EQ02,24.0,0.0,7616.0,129.9,430,2024-09-24 00:00:00
16/05/2024,EQ-03,24.0,0.0,8070.3,283.3,380,2024-05-17 00:00:00
25/08/2024,EQ-05 ,24.0,0.0,7038.7,191.0,300,2024-08-26 00:00:00
08/12/2024,EQ-10 ,6.6,,2869.9,57.1,500,2024-12-09 00:00:00
23/10/2024, EQ-09,24.0,0.0,5943.9,72.6,260,2024-10-24 00:00:00
25/01/2024, EQ-01,19.8,4.2,8521.4,80.3,520,2024-01-26 00:00:00
18/03/2024,eq-10,24.0,0.0,11285.8,303.1,500,2024-03-19 00:00:00
27/02/2024, EQ-01,24.0,0.0,10500.9,179.1,520,2024-02-28 00:00:00
05/03/2024,EQ08,11.9,12.1,4395.0,77.8,400,2024-03-06 00:00:00
09/07/2024,eq-01,24.0,0.0,10332.0,201.8,520,2024-07-10 00:00:00
12/06/2024, EQ-03,24.0,0.0,8703.7,188.6,380,2024-06-13 00:00:00
20/05/2024,EQ-07,24.0,0.0,7834.5,179.7,350,2024-05-21 00:00:00
07/06/2024, EQ-03,24.0,0.0,7829.2,29.9,380,2024-06-08 00:00:00
16/05/2024, EQ-05,4.2,19.8,1148.9,22.6,300,2024-05-17 00:00:00
06/05/2024,EQ-02 ,24.0,0.0,9517.6,225.0,430,2024-05-07 00:00:00
15/08/2024,EQ-03,24.0,0.0,8471.1,157.0,380,2024-08-16 00:00:00
07/06/2024,EQ-04 ,18.5,5.5,7340.8,51.7,460,2024-06-08 00:00:00
01/04/2024,EQ-09,23.4,0.6,6023.2,138.3,260,2024-04-02 00:00:00
01/10/2024,EQ-02 ,24.0,0.0,9307.5,,430,2024-10-02 00:00:00
03/01/2024, EQ-01,24.0,0.0,10699.7,289.3,520,2024-01-04 00:00:00
25/04/2024, EQ-03,24.0,0.0,8701.5,120.4,380,2024-04-26 00:00:00
15/08/2024,EQ-04,24.0,0.0,10242.9,147.4,460,2024-08-16 00:00:00
21/05/2024, EQ-01,4.0,20.0,1670.6,29.3,520,2024-05-22 00:00:00
03/10/2024,EQ06,19.8,4.2,5523.8,158.8,300,2024-10-04 00:00:00
04/10/2024,eq-04,24.0,0.0,10170.9,194.5,460,2024-10-05 00:00:00
03/09/2024,EQ-02,24.0,0.0,9867.0,170.2,430,2024-09-04 00:00:00
09/05/2024, EQ-06,24.0,0.0,5941.4,133.3,300,2024-05-10 00:00:00
06/12/2024,EQ-04,24.0,0.0,9936.0,255.1,460,2024-12-07 00:00:00
12/12/2024,eq-08,24.0,0.0,8120.9,53.7,400,2024-12-13 00:00:00
14/08/2024,EQ10,24.0,0.0,10900.9,220.3,500,2024-08-15 00:00:00
21/10/2024,EQ05,24.0,0.0,5949.7,151.2,300,2024-10-22 00:00:00
15/08/2024,EQ-01 ,24.0,0.0,10896.5,265.2,520,2024-08-16 00:00:00
13/06/2024,EQ08,24.0,0.0,8936.3,154.8,400,2024-06-14 00:00:00
21/07/2024,EQ-02 ,24.0,0.0,9278.9,134.1,430,2024-07-22 00:00:00
22/09/2024,EQ05,24.0,0.0,6591.2,112.4,300,2024-09-23 00:00:00
25/07/2024,EQ02,24.0,0.0,9481.9,255.3,430,2024-07-26 00:00:00
13/01/2024,EQ-07 ,24.0,0.0,7835.6,104.4,350,2024-01-14 00:00:00
02/07/2024,EQ-10,24.0,0.0,10126.8,319.6,500,2024-07-03 00:00:00
02/03/2024,eq-09,24.0,0.0,6146.7,171.2,260,2024-03-03 00:00:00
16/08/2024,EQ08,24.0,0.0,8128.2,193.9,400,2024-08-17 00:00:00
16/10/2024,eq-01,24.0,0.0,11075.3,1.7,520,2024-10-17 00:00:00
24/01/2024,eq-04,18.3,5.7,7691.3,160.5,460,2024-01-25 00:00:00
05/10/2024, EQ-09,24.0,0.0,5384.2,73.1,260,2024-10-06 00:00:00
09/05/2024,EQ-07 ,24.0,0.0,7513.7,,350,2024-05-10 00:00:00
29/02/2024,eq-05,24.0,0.0,7065.6,151.8,300,2024-03-01 00:00:00
03/08/2024, EQ-08,24.0,0.0,8632.0,,400,2024-08-04 00:00:00
02/11/2024,EQ-05 ,24.0,0.0,6873.4,106.9,300,2024-11-03 00:00:00
22/05/2024, EQ-04,23.4,0.6,10115.7,285.0,460,2024-05-23 00:00:00
24/08/2024,eq-05,24.0,,6836.5,173.2,300,2024-08-25 00:00:00
01/03/2024,EQ02,19.9,4.1,7685.1,,430,2024-03-02 00:00:00
06/07/2024,eq-07,24.0,0.0,6884.4,113.4,350,2024-07-07 00:00:00
16/12/2024, EQ-07,24.0,0.0,7260.6,192.5,350,2024-12-17 00:00:00
24/08/2024,EQ-02,24.0,0.0,9326.0,130.8,430,2024-08-25 00:00:00
05/10/2024,EQ-06 ,24.0,0.0,6979.5,157.8,300,2024-10-06 00:00:00
01/06/2024,EQ-03,24.0,0.0,9028.8,62.9,380,2024-06-02 00:00:00
27/03/2024,EQ-09 ,24.0,0.0,5743.7,191.9,260,2024-03-28 00:00:00
19/09/2024,EQ05,24.0,0.0,6508.4,103.2,300,2024-09-20 00:00:00
01/08/2024,EQ-07 ,24.0,0.0,7526.1,,350,2024-08-02 00:00:00
11/08/2024, EQ-06,24.0,0.0,6912.1,182.6,300,2024-08-12 00:00:00
30/11/2024,EQ-08 ,24.0,0.0,8900.2,124.1,400,2024-12-01 00:00:00
27/02/2024,EQ02,24.0,0.0,9339.7,165.6,430,2024-02-28 00:00:00
12/06/2024, EQ-08,24.0,0.0,8720.5,134.6,400,2024-06-13 00:00:00
03/01/2024, EQ-10,24.0,0.0,11453.0,275.7,500,2024-01-04 00:00:00
31/07/2024, EQ-02,30.83664582199504,0.0,9859.6,265.1,430,2024-08-01 00:00:00
05/10/2024,EQ-01 ,19.6,4.4,9665.7,310.6,520,2024-10-06 00:00:00
26/01/2024,EQ-05 ,15.6,8.4,4103.3,5.5,300,2024-01-27 00:00:00
31/05/2024,EQ-01 ,24.0,0.0,11725.5,375.1,520,2024-06-01 00:00:00
18/07/2024,EQ-09 ,18.8,5.2,4066.9,42.3,260,2024-07-19 00:00:00
13/01/2024, EQ-02,22.0,2.0,8925.4,143.9,430,2024-01-14 00:00:00
09/06/2024,EQ-03 ,20.0,4.0,6824.3,118.0,380,2024-06-10 00:00:00
05/12/2024,eq-05,24.0,0.0,5549.3,201.2,300,2024-12-03 00:00:00
13/03/2024,EQ-04 ,24.0,0.0,10052.8,205.4,460,2024-03-14 00:00:00
19/04/2024,eq-03,24.0,0.0,8525.4,160.7,380,2024-04-20 00:00:00
12/11/2024, EQ-04,21.4,2.6,9595.7,189.3,460,2024-11-13 00:00:00
02/08/2024,EQ-10 ,24.0,0.0,10773.9,284.7,500,2024-08-03 00:00:00
20/09/2024,EQ-08 ,24.0,0.0,8973.3,127.6,400,2024-09-21 00:00:00
27/08/2024,EQ05,24.0,0.0,6758.8,73.0,300,2024-08-28 00:00:00
19/06/2024, EQ-08,24.0,0.0,8769.9,181.4,400,2024-06-20 00:00:00
17/12/2024,EQ-02,24.0,0.0,9257.7,128.5,430,2024-12-18 00:00:00
11/10/2024,eq-04,10.7,13.3,4547.0,37.9,460,2024-10-12 00:00:00
21/01/2024,EQ02,24.0,0.0,9119.7,169.4,430,2024-01-22 00:00:00
21/03/2024,EQ02,24.0,0.0,9486.5,89.3,430,2024-03-22 00:00:00
30/09/2024,eq-06,24.0,0.0,6137.9,122.5,300,2024-10-01 00:00:00
14/10/2024,EQ-07,24.0,0.0,6392.6,153.6,350,2024-10-13 00:00:00
22/03/2024,EQ-06,21.1,2.9,5335.1,134.2,300,2024-03-23 00:00:00
31/01/2024,EQ-08 ,24.0,0.0,8918.5,187.5,400,2024-02-01 00:00:00
08/06/2024,EQ-06 ,24.0,0.0,6455.5,236.1,300,2024-06-09 00:00:00
22/05/2024,EQ-01,24.0,0.0,11668.3,425.0,520,2024-05-23 00:00:00
28/01/2024, EQ-09,24.0,0.0,5294.6,118.9,260,2024-01-29 00:00:00
22/10/2024,EQ-05 ,18.9,5.1,4796.3,44.0,300,2024-10-23 00:00:00
24/09/2024, EQ-08,24.0,0.0,8448.9,136.1,400,2024-09-25 00:00:00
07/01/2024, EQ-07,24.0,0.0,7471.8,116.3,350,2024-01-08 00:00:00
26/03/2024,EQ-02,16.7,,6608.2,118.1,430,2024-03-27 00:00:00
28/01/2024,EQ-08,24.0,0.0,8247.1,157.1,400,2024-01-29 00:00:00
30/07/2024,EQ-10 ,24.0,0.0,9745.1,295.7,500,2024-07-31 00:00:00
14/09/2024,EQ-09,24.0,0.0,5422.1,141.8,260,2024-09-15 00:00:00
06/10/2024,EQ08,24.0,0.0,7656.2,226.4,400,2024-10-07 00:00:00
15/07/2024,eq-07,24.0,0.0,6915.2,98.5,350,2024-07-16 00:00:00
19/12/2024,EQ-10 ,24.0,0.0,10713.0,186.9,500,2024-12-20 00:00:00
27/12/2024,eq-07,24.0,0.0,8034.2,128.9,350,2024-12-28 00:00:00
06/04/2024,eq-06,24.0,0.0,6570.2,187.1,300,2024-04-07 00:00:00
21/03/2024,EQ08,24.0,0.0,9504.0,332.7,400,2024-03-22 00:00:00
03/01/2024,EQ-03 ,24.0,0.0,8283.1,149.2,380,2024-01-04 00:00:00
17/07/2024, EQ-06,24.0,0.0,6476.2,102.1,300,2024-07-18 00:00:00
31/03/2024,EQ-02 ,24.0,0.0,8639.9,161.1,430,2024-04-01 00:00:00
19/10/2024,EQ-04,24.0,0.0,9612.4,194.0,460,2024-10-20 00:00:00
18/05/2024, EQ-08,24.0,0.0,8239.9,,400,2024-05-19 00:00:00
23/08/2024, EQ-09,24.0,0.0,5987.2,,260,2024-08-24 00:00:00
22/07/2024, EQ-03,24.0,0.0,8216.6,174.1,380,2024-07-23 00:00:00
16/01/2024,eq-10,24.0,0.0,10608.5,205.3,500,2024-01-17 00:00:00
25/02/2024, EQ-04,21.7,2.3,8601.9,128.9,460,2024-02-26 00:00:00
09/05/2024,eq-08,24.0,0.0,8669.1,90.1,400,2024-05-10 00:00:00
10/10/2024, EQ-07,21.9,2.1,6883.3,159.6,350,2024-10-11 00:00:00
04/10/2024,EQ-09,24.0,0.0,5349.9,145.4,260,2024-10-05 00:00:00
22/07/2024, EQ-05,24.0,,6573.8,167.1,300,2024-07-23 00:00:00
30/07/2024, EQ-05,24.0,0.0,6733.3,120.1,300,2024-07-31 00:00:00
23/12/2024,EQ-04 ,11.1,12.9,4594.7,102.2,460,2024-12-24 00:00:00
29/02/2024,eq-10,24.0,0.0,11014.7,219.2,500,2024-03-01 00:00:00
29/06/2024,EQ08,24.0,0.0,8340.1,166.1,400,2024-06-30 00:00:00
12/03/2024,EQ-03 ,24.0,0.0,8181.5,204.4,380,2024-03-13 00:00:00
27/09/2024, EQ-05,24.0,0.0,6950.4,107.9,300,2024-09-28 00:00:00
06/02/2024, EQ-01,24.0,0.0,10629.8,150.9,520,2024-02-07 00:00:00
02/03/2024,EQ05,24.0,0.0,5941.7,211.8,300,2024-02-29 00:00:00
08/04/2024,EQ-07 ,24.0,0.0,8316.0,149.3,350,2024-04-09 00:00:00
26/03/2024,EQ05,12.2,11.8,3335.5,54.4,300,2024-03-27 00:00:00
18/04/2024,EQ09,24.0,0.0,5555.5,127.4,260,2024-04-19 00:00:00
03/05/2024,eq-03,24.0,0.0,8514.0,139.5,380,2024-05-04 00:00:00
03/08/2024,EQ10,24.0,0.0,10258.3,197.6,500,2024-08-04 00:00:00
22/12/2024,EQ05,19.7,4.3,5300.7,73.7,300,2024-12-23 00:00:00
14/08/2024,EQ-04,24.0,0.0,10371.8,283.0,460,2024-08-15 00:00:00
01/11/2024,EQ-05,18.4,5.6,5344.5,86.9,300,2024-11-02 00:00:00
11/12/2024, EQ-03,24.0,0.0,9028.8,195.7,380,2024-12-12 00:00:00
13/05/2024,EQ08,24.0,0.0,8026.6,90.0,400,2024-05-14 00:00:00
10/04/2024, EQ-01,24.0,0.0,11903.6,157.5,520,2024-04-11 00:00:00
16/11/2024, EQ-09,24.0,0.0,5493.4,121.5,260,2024-11-17 00:00:00
23/02/2024,EQ-04,19.3,4.7,7386.8,161.5,460,2024-02-24 00:00:00
07/12/2024,eq-01,24.0,0.0,10651.5,342.2,520,2024-12-08 00:00:00
24/05/2024,EQ-02 ,18.9,5.1,6498.8,48.7,430,2024-05-24 00:00:00
24/08/2024,EQ-09,20.2,3.8,4549.1,50.3,260,2024-08-25 00:00:00
23/06/2024,eq-02,24.0,0.0,9985.9,393.2,430,2024-06-24 00:00:00
27/12/2024,EQ09,24.0,,6097.5,142.7,260,2024-12-28 00:00:00
31/08/2024, EQ-01,23.5,0.5,11690.7,200.0,520,2024-09-01 00:00:00
15/02/2024,EQ10,24.0,0.0,11481.3,165.1,500,2024-02-16 00:00:00
23/02/2024,EQ-02,24.0,0.0,9321.8,195.0,430,2024-02-24 00:00:00
30/03/2024, EQ-09,24.0,0.0,5581.6,102.3,260,2024-03-31 00:00:00
21/11/2024,EQ08,4.0,20.0,1447.0,29.9,400,2024-11-22 00:00:00
24/09/2024,EQ-05,24.0,0.0,5904.8,166.3,300,2024-09-25 00:00:00
27/12/2024,eq-02,2.3,21.7,860.8,24.8,430,2024-12-28 00:00:00
07/02/2024, EQ-01,18.1,5.9,8865.4,113.3,520,2024-02-08 00:00:00
26/08/2024,EQ-07 ,16.6,7.4,5751.9,149.0,350,2024-08-27 00:00:00
02/07/2024,eq-05,16.8,7.2,4838.3,125.4,300,2024-07-03 00:00:00
06/10/2024,eq-04,24.0,0.0,10215.3,259.8,460,2024-10-07 00:00:00
12/03/2024,EQ01,24.0,0.0,11595.6,392.6,520,2024-03-13 00:00:00
26/07/2024,EQ-10 ,24.0,0.0,10922.2,249.0,500,2024-07-27 00:00:00
20/08/2024,EQ03,24.0,0.0,7766.2,125.9,380,2024-08-21 00:00:00
14/08/2024,eq-01,24.0,0.0,11295.6,157.0,520,2024-08-15 00:00:00
12/02/2024,eq-04,20.0,4.0,7633.2,106.7,460,2024-02-13 00:00:00
30/10/2024,EQ-02 ,24.0,0.0,8174.3,161.1,430,2024-10-31 00:00:00
31/07/2024,eq-07,13.7,10.3,4246.1,91.0,350,2024-08-01 00:00:00
16/03/2024,eq-05,24.0,0.0,6518.5,165.2,300,2024-03-17 00:00:00
24/01/2024,EQ-05,18.9,5.1,5301.2,81.3,300,2024-01-25 00:00:00
15/12/2024,EQ-04,22.9,1.1,9448.2,42.5,460,2024-12-16 00:00:00
24/07/2024,EQ04,4.0,20.0,1617.8,49.1,460,2024-07-25 00:00:00
29/09/2024,EQ-06,24.0,0.0,6177.7,142.0,300,2024-09-30 00:00:00
30/03/2024, EQ-07,24.0,0.0,7258.7,86.6,350,2024-03-31 00:00:00
18/08/2024, EQ-06,22.2,1.8,5487.3,140.5,300,2024-08-19 00:00:00
23/05/2024,EQ-09 ,24.0,0.0,5828.9,140.8,260,2024-05-24 00:00:00
12/04/2024,EQ-02,1.3,22.7,481.7,7.4,430,2024-04-13 00:00:00
21/09/2024,EQ-06 ,22.6,1.4,6585.0,120.7,300,2024-09-22 00:00:00
29/07/2024,EQ-06 ,24.0,0.0,6447.1,81.2,300,2024-07-30 00:00:00
13/10/2024, EQ-04,24.0,0.0,10112.0,151.6,460,2024-10-14 00:00:00
22/12/2024,EQ-10,24.0,0.0,11822.8,278.8,500,2024-12-23 00:00:00
26/12/2024,EQ-10,19.9,4.1,8581.3,199.2,500,2024-12-27 00:00:00
02/04/2024,EQ-03 ,24.0,0.0,9016.4,222.2,380,2024-04-03 00:00:00
24/10/2024,eq-04,24.0,0.0,9638.2,246.0,460,2024-10-25 00:00:00
14/02/2024,eq-09,24.0,0.0,5569.4,80.1,260,2024-02-15 00:00:00
13/06/2024,eq-07,22.7,1.3,7550.1,,350,2024-06-14 00:00:00
23/04/2024,EQ-03,21.3,2.7,7141.4,106.7,380,2024-04-24 00:00:00
31/07/2024,EQ-08 ,24.0,0.0,8598.6,197.5,400,2024-08-01 00:00:00
05/10/2024, EQ-03,24.0,0.0,8074.0,79.9,380,2024-10-06 00:00:00
31/03/2024,EQ05,24.0,0.0,7128.0,209.5,300,2024-04-01 00:00:00
19/03/2024, EQ-01,15.2,8.8,7710.8,193.5,520,2024-03-20 00:00:00
17/08/2024,EQ-09 ,24.0,0.0,5491.6,146.2,260,2024-08-18 00:00:00
25/11/2024,EQ03,20.0,4.0,5817.3,114.1,380,2024-11-23 00:00:00
10/08/2024,EQ-04 ,24.0,0.0,9397.0,256.4,460,2024-08-11 00:00:00
16/12/2024,EQ03,24.0,0.0,8678.3,276.2,380,2024-12-17 00:00:00
06/11/2024,eq-08,14.6,9.4,5355.9,67.5,400,2024-11-07 00:00:00
25/12/2024,EQ07,24.0,0.0,8008.4,290.5,350,2024-12-26 00:00:00
07/03/2024,EQ10,24.0,0.0,11872.6,328.1,500,2024-03-08 00:00:00
21/08/2024, EQ-05,24.0,0.0,6140.6,199.6,300,2024-08-22 00:00:00
30/07/2024,EQ03,24.0,0.0,9028.8,242.0,380,2024-07-31 00:00:00
18/05/2024,EQ-10,24.0,0.0,10160.7,232.4,500,2024-05-19 00:00:00
20/03/2024, EQ-08,24.0,0.0,8263.6,255.2,400,2024-03-21 00:00:00
15/04/2024, EQ-04,22.7,1.3,9524.1,103.1,460,2024-04-16 00:00:00
29/08/2024,EQ-01,20.2,3.8,9726.5,109.1,520,2024-08-30 00:00:00
30/01/2024,EQ07,24.0,0.0,7545.7,150.4,350,2024-01-31 00:00:00
02/04/2024,EQ-10 ,24.0,0.0,10865.1,189.8,500,2024-04-03 00:00:00
08/03/2024,EQ-02 ,24.0,0.0,8051.8,195.2,430,2024-03-06 00:00:00
16/03/2024, EQ-09,24.0,0.0,5163.8,106.5,260,2024-03-17 00:00:00
29/09/2024, EQ-09,24.0,0.0,5762.6,83.2,260,2024-09-30 00:00:00
09/06/2024,eq-02,24.0,0.0,9108.2,188.8,430,2024-06-10 00:00:00
07/03/2024,EQ-03 ,24.0,0.0,8041.2,215.2,380,2024-03-08 00:00:00
13/12/2024,EQ-02 ,24.0,0.0,9449.6,98.3,430,2024-12-14 00:00:00
27/07/2024,EQ-09,24.0,0.0,5746.6,98.0,260,2024-07-28 00:00:00
10/06/2024,eq-09,24.0,0.0,5539.0,187.1,260,2024-06-11 00:00:00
07/01/2024,EQ03,24.0,0.0,7841.1,95.0,380,2024-01-08 00:00:00
30/08/2024,EQ-08,24.0,0.0,9287.5,109.4,400,2024-08-31 00:00:00
03/04/2024,EQ09,24.0,0.0,5152.4,114.0,260,2024-04-04 00:00:00
26/05/2024, EQ-04,24.0,0.0,9924.6,116.0,460,2024-05-27 00:00:00
16/05/2024,eq-06,24.0,0.0,6163.0,110.0,300,2024-05-17 00:00:00
05/10/2024,EQ-04 ,24.0,0.0,8978.4,275.8,460,2024-10-06 00:00:00
23/08/2024, EQ-07,24.0,0.0,7743.0,177.0,350,2024-08-24 00:00:00
24/04/2024,EQ-08 ,23.5,0.5,8611.7,195.9,400,2024-04-25 00:00:00
12/07/2024,EQ-08 ,24.0,0.0,8765.3,203.1,400,2024-07-13 00:00:00
26/01/2024,eq-03,24.0,0.0,7745.5,239.2,380,2024-01-27 00:00:00
29/11/2024,EQ-06,24.0,0.0,6516.4,159.0,300,2024-11-30 00:00:00
04/03/2024, EQ-02,24.0,0.0,9771.2,74.6,430,2024-03-05 00:00:00
01/08/2024,EQ06,24.0,0.0,6006.0,135.3,300,2024-08-02 00:00:00
15/05/2024,eq-10,24.0,0.0,9850.0,303.3,500,2024-05-16 00:00:00
22/12/2024,EQ-08,7.9,16.1,2800.5,8.8,400,2024-12-23 00:00:00
26/12/2024,EQ-08 ,24.0,0.0,8439.4,111.2,400,2024-12-27 00:00:00
06/09/2024,EQ03,24.0,0.0,8187.6,135.0,380,2024-09-07 00:00:00
20/09/2024,eq-01,24.0,0.0,12187.8,342.0,520,2024-09-21 00:00:00
03/01/2024,EQ-09 ,24.0,0.0,5386.9,134.5,260,2024-01-04 00:00:00
04/07/2024, EQ-03,24.0,0.0,7732.0,139.1,380,2024-07-03 00:00:00
30/06/2024,EQ-02 ,24.0,0.0,9492.6,205.7,430,2024-07-01 00:00:00
29/03/2024,EQ-02,24.0,0.0,9178.8,213.7,430,2024-03-30 00:00:00
04/12/2024,EQ-01,6.2,17.8,2833.2,81.1,520,2024-12-05 00:00:00
27/01/2024,EQ-01 ,24.0,0.0,10639.2,183.9,520,2024-01-28 00:00:00
15/11/2024, EQ-03,24.0,0.0,8460.8,0.0,380,2024-11-16 00:00:00
17/02/2024, EQ-09,24.0,0.0,4410.5,76.2,260,2024-02-16 00:00:00
24/04/2024,eq-07,24.0,0.0,7266.9,169.7,350,2024-04-25 00:00:00
05/11/2024,eq-10,20.1,3.9,8733.1,184.8,500,2024-11-06 00:00:00
16/11/2024,eq-01,24.0,0.0,11832.9,168.1,520,2024-11-17 00:00:00
01/01/2024,EQ-01 ,24.0,0.0,11818.9,51.9,520,2024-01-02 00:00:00
12/07/2024, EQ-04,23.3,0.7,9216.4,166.2,460,2024-07-13 00:00:00
27/02/2024,eq-09,28.971128121932086,0.0,5393.6,135.6,260,2024-02-28 00:00:00
06/04/2024,EQ-09,24.0,0.0,5265.3,97.4,260,2024-04-07 00:00:00
11/02/2024,EQ-02,18.5,5.5,6927.3,138.1,430,2024-02-12 00:00:00
12/12/2024, EQ-06,22.4,1.6,5770.3,94.9,300,2024-12-13 00:00:00
21/04/2024,EQ-04,24.0,0.0,10245.3,241.0,460,2024-04-22 00:00:00
19/01/2024, EQ-03,24.0,0.0,9028.8,162.3,380,2024-01-20 00:00:00
29/07/2024,EQ-09 ,24.0,0.0,5341.5,115.5,260,2024-07-30 00:00:00
28/07/2024,EQ-10 ,24.0,0.0,11038.7,125.4,500,2024-07-29 00:00:00
17/06/2024,EQ-07 ,24.0,0.0,8316.0,199.1,350,2024-06-18 00:00:00
06/04/2024,eq-07,24.0,0.0,6703.6,21.0,350,2024-04-04 00:00:00
24/12/2024,EQ-03,21.6,2.4,7208.1,142.7,380,2024-12-25 00:00:00
30/07/2024, EQ-02,23.5,0.5,9809.9,100.8,430,2024-07-31 00:00:00
11/01/2024,EQ04,22.6,1.4,9737.9,209.2,460,2024-01-12 00:00:00
03/09/2024,EQ-08,24.0,0.0,8737.9,124.1,400,2024-09-04 00:00:00
18/08/2024, EQ-07,24.0,0.0,8024.3,194.3,350,2024-08-19 00:00:00
12/09/2024,EQ-04,24.0,0.0,10100.5,106.5,460,2024-09-13 00:00:00
27/09/2024,EQ01,24.0,0.0,10669.8,258.1,520,2024-09-28 00:00:00
19/06/2024,EQ-01 ,24.0,0.0,11358.5,127.8,520,2024-06-20 00:00:00
17/09/2024,EQ05,24.0,0.0,6287.1,143.2,300,2024-09-18 00:00:00
22/12/2024, EQ-06,19.9,4.1,4973.6,116.0,300,2024-12-23 00:00:00
12/11/2024,EQ05,18.5,5.5,5092.0,93.8,300,2024-11-13 00:00:00
04/11/2024,EQ-02,24.0,0.0,9848.5,148.4,430,2024-11-05 00:00:00
03/03/2024,EQ05,24.0,0.0,6679.4,202.7,300,2024-03-04 00:00:00
02/09/2024, EQ-07,24.0,0.0,7060.8,,350,2024-09-03 00:00:00
14/03/2024,EQ-10,24.0,0.0,10901.9,292.0,500,2024-03-15 00:00:00
19/07/2024,EQ03,24.0,0.0,7582.1,56.6,380,2024-07-17 00:00:00
26/05/2024, EQ-05,24.0,0.0,6787.5,220.4,300,2024-05-27 00:00:00
13/11/2024,EQ10,24.0,0.0,9992.2,142.7,500,2024-11-14 00:00:00
22/06/2024,eq-08,24.0,0.0,9504.0,260.6,400,2024-06-23 00:00:00
16/06/2024,EQ07,24.0,0.0,7766.1,108.7,350,2024-06-17 00:00:00
