fecha,equipo_id,horas_operativas,horas_parada,toneladas_procesadas,toneladas_fuera_especificacion,capacidad_nominal_tmh,turno
2025-12-25,EQ-10,22.3,1.7,9508.7,181.2,500,
2025-12-05,EQ-03,24.0,0.0,7873.3,227.3,380,
2025-03-21,EQ-02,24.0,0.0,9305.8,108.1,430,
2025-06-02,EQ-10,24.0,0.0,10797.8,250.7,500,
2025-04-19,EQ-02,19.8,4.2,7217.8,150.5,430,
2025-12-06,EQ-06,21.3,2.7,5799.8,84.1,300,
2025-06-19,EQ-02,24.0,0.0,9371.0,172.5,430,
2025-07-06,EQ-05,24.0,0.0,6273.3,134.1,300,
2025-05-05,EQ-02,24.0,0.0,8647.4,70.0,430,
2025-09-06,EQ-05,24.0,0.0,7128.0,149.7,300,
2025-02-25,EQ-07,24.0,0.0,7670.2,53.5,350,
2025-12-13,EQ-08,24.0,0.0,8216.3,260.9,400,
2025-10-15,EQ-09,24.0,0.0,5419.4,142.0,260,
2025-10-07,EQ-04,17.1,6.9,6124.1,154.2,460,
2025-06-13,EQ-07,24.0,0.0,8200.1,197.0,350,
2025-06-21,EQ-03,24.0,0.0,7964.8,168.6,380,
2025-10-13,EQ-04,24.0,0.0,9718.2,201.4,460,
2025-10-05,EQ-07,24.0,0.0,7338.5,37.2,350,
2025-11-11,EQ-10,22.7,1.3,10434.9,168.9,500,
2025-01-01,EQ-04,17.6,6.4,6985.9,219.8,460,
2025-06-16,EQ-04,5.41,0.0,1836.8,92.5,460,3.0
2025-07-30,EQ-03,16.1,7.9,5535.4,96.2,380,
2025-05-17,EQ-06,2.15,0.0,212.0,36.9,300,3.0
2025-06-21,EQ-09,12.4,11.6,2823.4,118.1,260,
2025-06-20,EQ-08,24.0,0.0,8857.3,51.1,400,
2025-05-16,EQ-04,9.51,0.0,4000.4,117.2,460,3.0
2025-09-19,EQ-01,24.0,0.0,11955.9,339.2,520,
2025-03-25,EQ-01,19.6,4.4,9201.5,202.1,520,
2025-08-21,EQ-08,13.0,11.0,4447.5,65.9,400,
2025-09-03,EQ-09,24.0,0.0,6019.4,40.8,260,
2025-11-07,EQ-02,18.9,5.1,7026.4,109.1,430,
2025-03-25,EQ-04,15.2,8.8,6922.1,90.6,460,
2025-08-24,EQ-05,24.0,0.0,6957.1,115.0,300,
2025-10-28,EQ-01,19.1,4.9,8735.7,177.6,520,
2025-06-25,EQ-05,24.0,0.0,6901.1,95.1,300,
2025-06-02,EQ-01,24.0,0.0,11982.5,198.8,520,
2025-08-24,EQ-01,24.0,0.0,10722.3,210.8,520,
2025-10-05,EQ-10,24.0,0.0,10826.7,,500,
2025-11-10,EQ-06,21.8,2.2,5714.2,68.7,300,
2025-07-08,EQ-01,24.0,0.0,11853.2,224.8,520,
2025-01-20,EQ-09,24.0,0.0,4959.9,101.5,260,
2025-07-13,EQ-06,24.0,0.0,7128.0,134.5,300,
2025-04-27,EQ-03,24.0,0.0,9018.0,245.7,380,
2025-06-06,EQ-06,1.78,0.0,491.8,16.0,300,1.0
2025-12-04,EQ-04,16.2,7.8,7209.2,273.1,460,
2025-10-02,EQ-04,24.0,0.0,9166.1,241.7,460,
2025-12-16,EQ-04,24.0,0.0,8900.6,97.7,460,
2025-06-17,EQ-07,24.0,0.0,8201.8,225.1,350,
2025-04-15,EQ-08,24.0,0.0,9504.0,219.5,400,
2025-07-04,EQ-05,24.0,0.0,6864.2,171.4,300,
2025-04-03,EQ-04,8.53,0.0,3612.3,4.9,460,1.0
2025-10-25,EQ-09,24.0,0.0,5610.6,88.2,260,
2025-04-17,EQ-05,24.0,0.0,6265.6,70.9,300,
2025-04-19,EQ-04,17.99,0.0,8159.3,48.0,460,2.0
2025-05-15,EQ-06,12.98,0.0,3445.5,7.5,300,3.0
2025-12-01,EQ-03,20.9,3.1,7294.3,209.1,380,
2025-01-26,EQ-03,24.0,0.0,7951.4,158.6,380,
2025-10-13,EQ-03,24.0,0.0,8017.8,234.3,380,
2025-12-20,EQ-04,24.0,0.0,9074.1,323.0,460,
2025-02-04,EQ-10,13.4,10.6,6012.8,139.4,500,
2025-10-22,EQ-02,24.0,0.0,7747.3,188.7,430,
2025-06-18,EQ-03,22.3,1.7,8218.0,212.2,380,
2025-10-08,EQ-07,24.0,0.0,7540.1,255.1,350,
2025-02-27,EQ-09,24.0,0.0,5338.3,127.7,260,
2025-08-14,EQ-01,24.0,0.0,12022.2,372.4,520,
2025-04-17,EQ-06,9.72,0.0,2604.7,16.0,300,1.0
2025-01-03,EQ-06,24.0,0.0,6168.5,139.2,300,
2025-06-27,EQ-06,2.91,0.0,979.5,141.1,300,3.0
2025-05-19,EQ-04,3.19,0.0,1097.7,35.7,460,3.0
2025-06-30,EQ-05,24.0,0.0,6601.6,129.0,300,
2025-06-20,EQ-07,24.0,0.0,8316.0,78.4,350,
2025-04-28,EQ-03,24.0,0.0,8470.7,77.5,380,
2025-12-26,EQ-01,24.0,0.0,11113.9,491.8,520,
2025-11-07,EQ-07,24.0,0.0,7096.1,177.6,350,
2025-04-06,EQ-06,1.46,0.0,266.2,33.7,300,2.0
2025-08-25,EQ-07,24.0,0.0,7688.8,148.2,350,
2025-04-22,EQ-06,6.45,5.39,1797.8,41.0,300,2.0
2025-05-23,EQ-04,20.02,0.0,8030.7,118.6,460,3.0
2025-01-17,EQ-10,24.0,0.0,10633.4,314.4,500,
2025-04-04,EQ-09,24.0,0.0,5652.2,177.7,260,
2025-07-02,EQ-02,24.0,0.0,9294.4,,430,
2025-07-12,EQ-02,24.0,0.0,9462.1,113.2,430,
2025-10-10,EQ-08,24.0,0.0,8354.2,74.7,400,
2025-04-08,EQ-05,24.0,0.0,6760.9,104.8,300,
2025-05-01,EQ-05,24.0,0.0,6394.0,105.1,300,
2025-03-02,EQ-03,24.0,0.0,8392.6,53.9,380,
2025-10-03,EQ-04,24.0,0.0,8871.8,241.9,460,
2025-10-20,EQ-07,24.0,0.0,7686.9,151.6,350,
2025-09-14,EQ-04,24.0,0.0,10232.0,155.8,460,
2025-08-14,EQ-10,24.0,0.0,11600.5,366.9,500,
2025-03-11,EQ-10,24.0,0.0,11409.3,260.6,500,
2025-04-02,EQ-01,24.0,0.0,11376.6,315.4,520,
2025-07-07,EQ-04,24.0,0.0,9992.1,385.8,460,
2025-03-25,EQ-06,24.0,0.0,6206.8,135.4,300,
2025-12-20,EQ-10,24.0,0.0,11312.8,120.4,500,
2025-02-26,EQ-01,24.0,0.0,10670.0,163.3,520,
2025-04-25,EQ-01,24.0,0.0,11721.6,316.1,520,
2025-01-27,EQ-07,24.0,0.0,7547.1,101.0,350,
2025-04-05,EQ-03,24.0,0.0,8152.5,160.5,380,
2025-05-25,EQ-03,24.0,0.0,8316.5,114.8,380,
2025-09-01,EQ-04,24.0,0.0,9122.1,225.8,460,
2025-03-05,EQ-01,24.0,0.0,11655.4,198.5,520,
2025-09-29,EQ-04,4.0,20.0,1679.1,45.7,460,
2025-09-08,EQ-05,11.3,12.7,3014.1,89.1,300,
2025-02-10,EQ-09,24.0,0.0,5629.9,146.0,260,
2025-10-06,EQ-01,24.0,0.0,11236.5,176.6,520,
2025-11-23,EQ-03,24.0,0.0,7584.6,162.3,380,
2025-02-21,EQ-04,16.4,7.6,6555.4,199.7,460,
2025-06-11,EQ-06,7.09,3.53,1971.5,36.3,300,2.0
2025-11-06,EQ-10,24.0,0.0,10722.1,190.5,500,
2025-11-01,EQ-07,24.0,0.0,7775.0,182.4,350,
2025-10-31,EQ-06,24.0,0.0,6369.6,104.9,300,
2025-10-15,EQ-03,24.0,0.0,8440.1,56.0,380,
2025-01-14,EQ-07,24.0,0.0,8316.0,72.2,350,
2025-04-04,EQ-05,24.0,0.0,6611.7,135.2,300,
2025-09-17,EQ-02,24.0,0.0,9535.5,300.5,430,
2025-12-07,EQ-07,21.1,2.9,6471.1,106.0,350,
2025-12-19,EQ-04,21.8,2.2,8280.0,66.9,460,
2025-08-18,EQ-05,24.0,0.0,6879.6,,300,
2025-07-13,EQ-09,24.0,0.0,5619.3,118.5,260,
2025-05-17,EQ-06,17.85,0.0,5377.3,119.8,300,2.0
2025-04-19,EQ-05,24.0,0.0,5761.2,86.8,300,
2025-09-28,EQ-05,24.0,0.0,6135.7,107.2,300,
2025-01-13,EQ-06,24.0,0.0,6563.5,157.8,300,
2025-11-12,EQ-08,16.2,7.8,6093.8,46.5,400,
2025-03-27,EQ-06,24.0,0.0,6595.5,144.0,300,
2025-06-25,EQ-06,9.91,0.0,2454.8,43.0,300,1.0
2025-05-25,EQ-04,15.59,0.0,7350.2,6.3,460,3.0
2025-03-12,EQ-10,24.0,0.0,10249.1,260.1,500,
2025-11-16,EQ-04,24.0,0.0,9973.2,104.1,460,
2025-04-20,EQ-04,4.1,0.0,1666.3,23.3,460,2.0
2025-06-26,EQ-01,24.0,0.0,11424.7,147.4,520,
2025-02-27,EQ-03,24.0,0.0,8771.8,260.8,380,
2025-11-23,EQ-09,24.0,0.0,5865.7,146.5,260,
2025-11-30,EQ-05,24.0,0.0,6736.8,136.6,300,
2025-11-26,EQ-01,16.5,7.5,7494.1,27.3,520,
2025-03-25,EQ-07,22.6,1.4,6557.2,113.3,350,
2025-08-10,EQ-02,15.1,8.9,5737.2,91.4,430,
2025-04-15,EQ-04,15.49,0.0,6741.7,41.8,460,2.0
2025-03-20,EQ-09,23.2,0.8,5692.1,136.7,260,
2025-04-23,EQ-06,0.66,1.05,153.3,21.4,300,3.0
2025-01-17,EQ-05,19.4,4.6,5524.2,83.6,300,
2025-06-06,EQ-03,21.0,3.0,7360.9,225.4,380,
2025-02-17,EQ-10,18.2,5.8,8452.6,1.3,500,
2025-01-09,EQ-02,24.0,0.0,8653.2,100.3,430,
2025-10-21,EQ-10,24.0,0.0,10905.5,292.8,500,
2025-03-23,EQ-01,24.0,0.0,9871.5,167.4,520,
2025-06-27,EQ-01,24.0,0.0,10956.2,203.1,520,
2025-06-19,EQ-01,24.0,0.0,11160.4,365.4,520,
2025-06-30,EQ-03,23.4,0.6,7705.3,42.1,380,
2025-07-02,EQ-07,24.0,0.0,7274.4,142.2,350,
2025-07-15,EQ-04,24.0,0.0,9114.7,194.2,460,
2025-11-07,EQ-05,24.0,0.0,7003.4,180.0,300,
2025-12-23,EQ-09,20.0,4.0,4513.4,101.3,260,
2025-06-10,EQ-06,6.4,0.0,1646.4,82.9,300,2.0
2025-03-12,EQ-02,24.0,0.0,9287.7,211.9,430,
2025-08-26,EQ-03,24.0,0.0,8093.5,105.7,380,
2025-11-02,EQ-09,24.0,0.0,5562.4,237.7,260,
2025-05-29,EQ-06,9.98,0.0,2583.4,2.0,300,1.0
2025-09-17,EQ-06,24.0,0.0,6581.0,165.7,300,
2025-09-03,EQ-10,24.0,0.0,11037.4,191.9,500,
2025-02-25,EQ-02,24.0,0.0,8347.9,242.0,430,
2025-02-28,EQ-05,18.8,5.2,5468.4,91.4,300,
2025-04-04,EQ-07,24.0,0.0,7726.8,147.3,350,
2025-11-13,EQ-08,24.0,0.0,8164.7,252.5,400,
2025-01-06,EQ-09,24.0,0.0,6051.6,135.0,260,
2025-11-28,EQ-06,24.0,0.0,6685.8,132.6,300,
2025-10-25,EQ-08,16.7,7.3,5726.6,89.3,400,
2025-04-14,EQ-10,19.9,4.1,9850.5,226.3,500,
2025-05-03,EQ-06,0.7,0.91,134.8,17.6,300,1.0
2025-06-01,EQ-02,24.0,0.0,8943.0,206.0,430,
2025-03-02,EQ-07,24.0,0.0,8028.6,101.5,350,
2025-08-01,EQ-09,15.8,8.2,4066.9,127.4,260,
2025-08-24,EQ-03,13.3,10.7,4466.8,123.5,380,
2025-04-07,EQ-06,7.81,0.0,1928.1,28.9,300,1.0
2025-06-11,EQ-05,13.6,10.4,3433.1,65.9,300,
2025-03-25,EQ-03,24.0,0.0,7832.0,149.7,380,
2025-05-28,EQ-08,16.1,7.9,5963.7,59.1,400,
2025-09-16,EQ-04,24.0,0.0,10616.0,176.2,460,
2025-05-08,EQ-06,2.06,0.0,585.6,26.2,300,1.0
2025-01-19,EQ-06,24.0,0.0,6600.3,210.9,300,
2025-03-16,EQ-03,24.0,0.0,8402.1,95.1,380,
2025-06-13,EQ-08,24.0,0.0,8958.8,155.1,400,
2025-08-16,EQ-06,24.0,0.0,6413.9,164.0,300,
2025-12-31,EQ-02,24.0,0.0,9013.3,,430,
2025-08-19,EQ-01,19.5,4.5,9841.5,189.9,520,
2025-08-20,EQ-07,24.0,0.0,7801.4,215.0,350,
2025-02-05,EQ-03,24.0,0.0,7051.4,174.6,380,
2025-12-19,EQ-03,24.0,0.0,8021.3,158.3,380,
2025-01-21,EQ-02,8.1,15.9,3262.4,62.7,430,
2025-01-12,EQ-07,24.0,0.0,7825.0,233.9,350,
2025-11-01,EQ-10,19.2,4.8,9293.7,244.4,500,
2025-02-26,EQ-02,24.0,0.0,9329.3,28.0,430,
2025-08-08,EQ-06,24.0,0.0,6242.7,25.8,300,
2025-05-28,EQ-04,3.0,0.0,1551.3,74.9,460,2.0
2025-12-15,EQ-05,24.0,0.0,6076.4,146.5,300,
2025-06-02,EQ-08,24.0,0.0,9504.0,126.0,400,
2025-07-09,EQ-02,24.0,0.0,8662.5,182.4,430,
2025-05-20,EQ-06,15.22,0.0,4484.1,7.5,300,1.0
2025-05-04,EQ-02,24.0,0.0,9693.2,96.5,430,
2025-10-03,EQ-03,24.0,0.0,8465.7,279.4,380,
2025-08-11,EQ-05,22.8,1.2,5660.4,116.5,300,
2025-01-24,EQ-05,24.0,0.0,7128.0,145.5,300,
2025-08-11,EQ-10,9.4,14.6,4116.0,84.1,500,
2025-12-18,EQ-10,24.0,0.0,11831.1,158.8,500,
2025-11-09,EQ-09,24.0,0.0,5660.2,143.3,260,
2025-10-19,EQ-09,24.0,0.0,5247.5,103.1,260,
2025-05-11,EQ-01,24.0,0.0,11609.5,348.0,520,
2025-09-11,EQ-09,24.0,0.0,5214.6,166.9,260,
2025-05-13,EQ-06,2.63,3.15,746.1,6.7,300,1.0
2025-01-19,EQ-10,24.0,0.0,10797.0,250.6,500,
2025-12-02,EQ-09,18.7,5.3,4306.1,71.0,260,
2025-12-31,EQ-09,24.0,0.0,5047.7,80.9,260,
2025-08-01,EQ-01,24.0,0.0,11322.8,210.6,520,
2025-11-23,EQ-04,24.0,0.0,10377.0,179.5,460,
2025-01-28,EQ-03,24.0,0.0,8554.1,131.4,380,
2025-12-11,EQ-06,24.0,0.0,6842.6,218.9,300,
2025-01-15,EQ-06,24.0,0.0,6667.1,79.6,300,
2025-12-19,EQ-09,24.0,0.0,5918.1,150.9,260,
2025-05-02,EQ-02,24.0,0.0,9455.6,122.9,430,
2025-09-21,EQ-02,24.0,0.0,9537.0,144.4,430,
2025-01-20,EQ-08,24.0,0.0,9504.0,153.5,400,
2025-08-25,EQ-03,24.0,0.0,8197.5,182.4,380,
2025-01-31,EQ-02,24.0,0.0,9907.4,230.1,430,
2025-09-24,EQ-02,24.0,0.0,9885.6,287.2,430,
2025-10-07,EQ-07,24.0,0.0,7840.5,243.5,350,
2025-08-03,EQ-08,24.0,0.0,8436.3,125.3,400,
2025-06-05,EQ-03,21.4,2.6,6521.9,125.4,380,
2025-02-19,EQ-09,9.1,14.9,2211.4,28.1,260,
2025-11-03,EQ-01,24.0,0.0,11404.7,104.9,520,
2025-03-02,EQ-04,17.5,6.5,7233.3,65.3,460,
2025-04-25,EQ-04,9.1,0.67,4036.4,146.9,460,2.0
2025-11-03,EQ-02,24.0,0.0,9689.1,248.9,430,
2025-03-23,EQ-06,21.9,2.1,6170.0,140.6,300,
2025-08-05,EQ-02,24.0,0.0,9199.0,40.5,430,
2025-09-23,EQ-05,24.0,0.0,6323.1,86.5,300,
2025-10-05,EQ-03,24.0,0.0,7353.5,193.0,380,
2025-04-21,EQ-06,3.42,0.0,795.4,36.0,300,1.0
2025-06-29,EQ-04,6.24,0.42,2452.5,5.8,460,3.0
2025-06-01,EQ-04,0.06,0.0,317.4,47.3,460,3.0
2025-07-13,EQ-07,24.0,0.0,7492.4,82.6,350,
2025-02-13,EQ-09,24.0,0.0,5801.6,157.6,260,
2025-11-21,EQ-01,24.0,0.0,10266.2,183.5,520,
2025-03-02,EQ-01,24.0,0.0,11477.5,101.3,520,
2025-01-30,EQ-06,15.9,8.1,4505.2,84.5,300,
2025-01-09,EQ-03,24.0,0.0,7633.2,176.6,380,
2025-10-09,EQ-04,12.0,12.0,5218.3,143.9,460,
2025-03-14,EQ-09,24.0,0.0,5618.0,104.1,260,
2025-10-04,EQ-09,23.0,1.0,5656.5,136.6,260,
2025-04-12,EQ-07,24.0,0.0,7129.1,152.0,350,
2025-01-15,EQ-07,24.0,0.0,6503.9,59.8,350,
2025-08-20,EQ-02,24.0,0.0,9366.1,202.0,430,
2025-05-06,EQ-02,24.0,0.0,9558.0,260.2,430,
2025-04-24,EQ-04,15.67,0.0,6114.2,173.7,460,3.0
2025-04-01,EQ-03,24.0,0.0,7769.5,195.5,380,
2025-05-14,EQ-04,9.88,0.0,3647.9,49.0,460,2.0
2025-11-11,EQ-05,24.0,0.0,6491.1,176.5,300,
2025-10-11,EQ-03,24.0,0.0,8719.8,285.4,380,
2025-03-07,EQ-10,24.0,0.0,11735.6,0.0,500,
2025-06-05,EQ-10,21.4,2.6,9612.3,186.3,500,
2025-01-06,EQ-02,24.0,0.0,9455.6,164.4,430,
2025-04-03,EQ-03,24.0,0.0,8896.5,218.4,380,
2025-09-06,EQ-07,24.0,0.0,7752.3,268.0,350,
2025-04-02,EQ-05,24.0,0.0,6352.1,141.9,300,
2025-04-10,EQ-04,9.77,0.0,4480.8,8.5,460,3.0
2025-03-26,EQ-04,22.4,1.6,8800.0,89.9,460,
2025-06-07,EQ-05,16.1,7.9,4204.4,73.0,300,
2025-07-21,EQ-04,24.0,0.0,10442.9,335.9,460,
2025-12-04,EQ-05,24.0,0.0,6300.1,116.2,300,
2025-05-26,EQ-06,1.52,0.0,277.6,51.4,300,2.0
2025-03-17,EQ-01,24.0,0.0,10487.9,160.8,520,
2025-09-09,EQ-03,24.0,0.0,8121.1,139.6,380,
2025-08-09,EQ-05,24.0,0.0,6578.0,132.1,300,
2025-10-25,EQ-05,24.0,0.0,6451.4,224.8,300,
2025-03-20,EQ-04,24.0,0.0,10205.3,132.2,460,
2025-03-17,EQ-10,17.7,6.3,7872.0,204.5,500,
2025-08-14,EQ-02,24.0,0.0,9083.1,,430,
2025-02-03,EQ-02,24.0,0.0,9613.4,135.5,430,
2025-05-16,EQ-01,24.0,0.0,11156.0,181.3,520,
2025-07-02,EQ-01,24.0,0.0,12199.1,201.5,520,
2025-03-22,EQ-10,24.0,0.0,10160.9,216.2,500,
2025-05-05,EQ-06,3.24,0.0,863.4,,300,2.0
2025-12-07,EQ-10,24.0,0.0,10360.5,90.5,500,
2025-12-21,EQ-07,24.0,0.0,7547.1,102.9,350,
2025-12-13,EQ-09,24.0,0.0,4874.6,148.3,260,
2025-09-03,EQ-07,24.0,0.0,7056.0,158.0,350,
2025-04-07,EQ-10,24.0,0.0,10769.7,224.3,500,
2025-05-22,EQ-10,24.0,0.0,11068.5,249.2,500,
2025-03-25,EQ-05,24.0,0.0,6123.8,105.0,300,
2025-03-29,EQ-05,24.0,0.0,6173.0,117.2,300,
2025-09-16,EQ-09,24.0,0.0,5488.9,94.4,260,
2025-08-07,EQ-08,24.0,0.0,8856.3,229.6,400,
2025-04-14,EQ-05,24.0,0.0,6662.3,210.0,300,
2025-11-19,EQ-07,24.0,0.0,7111.0,156.8,350,
2025-06-13,EQ-10,24.0,0.0,10810.4,217.6,500,
2025-08-05,EQ-06,21.5,2.5,6385.5,132.8,300,
2025-06-22,EQ-08,24.0,0.0,8084.1,217.2,400,
2025-04-22,EQ-06,2.56,0.52,721.2,46.8,300,3.0
2025-05-05,EQ-04,1.53,3.56,535.6,160.1,460,1.0
2025-05-19,EQ-08,24.0,0.0,9268.5,121.3,400,
2025-09-15,EQ-02,24.0,0.0,8890.3,175.3,430,
2025-05-28,EQ-02,21.7,2.3,8400.4,287.8,430,
2025-11-15,EQ-05,24.0,0.0,7128.0,126.7,300,
2025-04-29,EQ-06,1.39,0.75,597.2,8.9,300,2.0
2025-09-03,EQ-01,24.0,0.0,10982.7,195.8,520,
2025-04-24,EQ-08,24.0,0.0,8813.3,235.2,400,
2025-11-05,EQ-08,4.0,20.0,1400.0,32.6,400,
2025-06-03,EQ-05,5.5,18.5,1494.5,30.3,300,
2025-07-13,EQ-08,23.0,1.0,6951.4,157.7,400,
2025-07-06,EQ-10,24.0,0.0,11111.3,151.1,500,
2025-08-04,EQ-01,24.0,0.0,10149.4,243.6,520,
2025-09-10,EQ-10,22.8,1.2,8942.3,,500,
2025-04-25,EQ-09,17.9,6.1,4434.7,169.0,260,
2025-12-09,EQ-06,24.0,0.0,6798.0,141.5,300,
2025-11-15,EQ-08,22.9,1.1,8297.0,205.5,400,
2025-06-07,EQ-01,24.0,0.0,11747.7,261.2,520,
2025-06-09,EQ-01,24.0,0.0,11239.3,10.5,520,
2025-07-18,EQ-06,24.0,0.0,6505.6,142.1,300,
2025-03-20,EQ-05,24.0,0.0,7066.6,95.2,300,
2025-01-09,EQ-08,24.0,0.0,8862.7,222.5,400,
2025-03-24,EQ-05,17.3,6.7,4797.1,54.5,300,
2025-06-18,EQ-04,5.41,0.0,2386.2,113.3,460,2.0
2025-06-22,EQ-04,13.02,0.0,4992.5,22.7,460,2.0
2025-03-11,EQ-04,24.0,0.0,10581.9,143.5,460,
2025-12-01,EQ-09,24.0,0.0,5551.6,150.8,260,
2025-12-15,EQ-10,19.9,4.1,8932.3,277.8,500,
2025-02-18,EQ-04,12.1,11.9,5101.5,156.5,460,
2025-03-22,EQ-09,24.0,0.0,5834.0,96.9,260,
2025-11-07,EQ-06,21.7,2.3,6444.9,112.8,300,
2025-12-17,EQ-04,24.0,0.0,10316.2,211.7,460,
2025-03-01,EQ-05,24.0,0.0,7128.0,127.8,300,
2025-06-19,EQ-10,21.4,2.6,8940.2,171.7,500,
2025-07-27,EQ-03,24.0,0.0,8737.8,97.7,380,
2025-04-23,EQ-06,5.08,0.21,1293.1,48.6,300,1.0
2025-04-06,EQ-04,1.04,0.0,507.1,38.6,460,3.0
2025-02-19,EQ-03,21.4,2.6,7262.0,164.7,380,
2025-12-03,EQ-04,24.0,0.0,9797.3,313.3,460,
2025-11-28,EQ-02,24.0,0.0,8891.8,180.3,430,
2025-06-16,EQ-08,24.0,0.0,9504.0,227.0,400,
2025-01-26,EQ-09,24.0,0.0,5815.8,17.4,260,
2025-03-27,EQ-08,24.0,0.0,8259.8,151.2,400,
2025-12-30,EQ-04,24.0,0.0,10334.5,157.6,460,
2025-04-13,EQ-01,24.0,0.0,10611.5,268.3,520,
2025-09-01,EQ-01,22.1,1.9,10239.4,241.6,520,
2025-10-30,EQ-06,17.9,6.1,4737.9,81.1,300,
2025-06-25,EQ-07,24.0,0.0,7576.1,155.3,350,
2025-11-03,EQ-06,24.0,0.0,6021.8,174.6,300,
2025-06-05,EQ-05,24.0,0.0,6714.0,196.5,300,
2025-03-10,EQ-03,24.0,0.0,7265.1,115.0,380,
2025-07-24,EQ-04,24.0,0.0,10092.0,191.4,460,
2025-05-16,EQ-05,14.0,10.0,3907.1,51.9,300,
2025-06-28,EQ-03,24.0,0.0,8251.7,177.9,380,
2025-07-12,EQ-08,24.0,0.0,9076.3,55.2,400,
2025-07-03,EQ-09,24.0,0.0,5218.5,158.3,260,
2025-01-25,EQ-08,24.0,0.0,8717.2,94.8,400,
2025-08-19,EQ-05,24.0,0.0,5960.2,120.7,300,
2025-10-12,EQ-04,24.0,0.0,9439.6,75.3,460,
2025-09-07,EQ-07,24.0,0.0,7135.2,179.2,350,
2025-05-30,EQ-10,24.0,0.0,10826.4,176.9,500,
2025-05-24,EQ-04,2.93,0.0,1286.7,49.4,460,2.0
2025-05-06,EQ-09,24.0,0.0,5077.1,80.8,260,
2025-11-21,EQ-09,24.0,0.0,5745.1,143.7,260,
2025-09-02,EQ-04,22.0,2.0,9259.5,109.5,460,
2025-10-23,EQ-03,23.5,0.5,8610.2,127.1,380,
2025-10-17,EQ-10,0.0,24.0,0.0,0.0,500,
2025-05-04,EQ-05,24.0,0.0,6474.8,173.9,300,
2025-04-07,EQ-09,19.6,4.4,4651.3,81.2,260,
2025-06-12,EQ-01,24.0,0.0,11394.7,224.8,520,
2025-06-29,EQ-04,1.29,3.32,473.5,12.2,460,1.0
2025-01-30,EQ-03,24.0,0.0,7534.9,113.6,380,
2025-11-07,EQ-03,24.0,0.0,7616.8,132.5,380,
2025-11-14,EQ-06,24.0,0.0,6694.5,139.0,300,
2025-07-23,EQ-05,18.8,5.2,4922.4,,300,
2025-12-20,EQ-09,24.0,0.0,5837.4,168.6,260,
2025-06-27,EQ-06,17.66,0.0,4693.8,36.7,300,2.0
2025-05-29,EQ-07,24.0,0.0,7556.7,0.0,350,
2025-06-26,EQ-06,17.96,0.0,5056.0,42.8,300,3.0
2025-05-04,EQ-09,24.0,0.0,5556.0,100.6,260,
2025-09-02,EQ-07,24.0,0.0,6533.0,218.2,350,
2025-04-16,EQ-09,24.0,0.0,6177.6,42.5,260,
2025-06-24,EQ-06,2.95,0.0,920.9,76.7,300,2.0
2025-01-03,EQ-10,19.8,4.2,9272.2,151.3,500,
2025-06-27,EQ-04,18.98,0.0,7269.9,36.9,460,2.0
2025-06-10,EQ-06,1.54,0.0,441.0,6.5,300,1.0
2025-05-31,EQ-06,0.28,0.0,70.5,34.8,300,1.0
2025-11-20,EQ-04,22.9,1.1,10232.2,115.6,460,
2025-09-20,EQ-06,24.0,0.0,6879.7,49.0,300,
2025-02-02,EQ-01,24.0,0.0,11917.9,298.3,520,
2025-05-22,EQ-02,24.0,0.0,9391.4,196.9,430,
2025-09-12,EQ-01,21.6,2.4,9468.5,178.7,520,
2025-05-31,EQ-09,21.6,2.4,4984.1,144.3,260,
2025-07-17,EQ-01,24.0,0.0,10665.6,216.4,520,
2025-01-11,EQ-05,24.0,0.0,6847.9,133.6,300,
2025-03-16,EQ-04,14.5,9.5,6157.1,119.4,460,
2025-12-30,EQ-05,24.0,0.0,6275.8,143.0,300,
2025-05-12,EQ-02,24.0,0.0,9462.9,373.0,430,
2025-08-18,EQ-09,24.0,0.0,5981.0,94.2,260,
2025-01-27,EQ-06,24.0,0.0,6723.5,89.7,300,
2025-06-24,EQ-02,24.0,0.0,8784.8,209.9,430,
2025-01-26,EQ-08,23.5,0.5,9093.7,72.8,400,
2025-03-08,EQ-03,24.0,0.0,8306.0,174.9,380,
2025-05-01,EQ-04,4.46,0.0,1801.3,7.4,460,2.0
2025-04-17,EQ-07,24.0,0.0,6609.1,129.0,350,
2025-10-22,EQ-04,24.0,0.0,10203.9,345.4,460,
2025-03-31,EQ-10,0.0,24.0,0.0,0.0,500,
2025-01-11,EQ-09,24.0,0.0,5191.2,120.2,260,
2025-03-07,EQ-01,17.5,6.5,8236.2,32.4,520,
2025-07-20,EQ-08,22.8,1.2,8563.8,229.3,400,
2025-11-14,EQ-05,24.0,0.0,6865.6,138.8,300,
2025-07-28,EQ-09,15.4,8.6,3510.7,73.3,260,
2025-08-04,EQ-03,24.0,0.0,7910.6,172.5,380,
2025-10-24,EQ-05,24.0,0.0,6417.7,119.4,300,
2025-10-24,EQ-08,24.0,0.0,8674.5,230.3,400,
2025-06-26,EQ-08,24.0,0.0,8726.1,170.6,400,
2025-04-15,EQ-06,11.66,5.85,3027.1,18.6,300,2.0
2025-04-01,EQ-08,24.0,0.0,8304.5,126.0,400,
2025-07-26,EQ-10,24.0,0.0,9616.1,219.2,500,
2025-12-05,EQ-10,24.0,0.0,10449.3,128.3,500,
